name,size,time,comparisons
quicksort,826000,0.074971,9826789
quicksort,827000,0.073857,9813097
quicksort,828000,0.076700,9592741
quicksort,829000,0.074488,10779867
quicksort,830000,0.074586,9381752
quicksort,831000,0.074341,10342306
quicksort,832000,0.076336,9769035
quicksort,833000,0.074851,9990390
quicksort,834000,0.077524,9796632
quicksort,835000,0.078602,10465710
quicksort,836000,0.077876,10284861
quicksort,837000,0.074780,9716740
quicksort,838000,0.075262,9681047
quicksort,839000,0.073393,10624487
quicksort,840000,0.078899,9406615
quicksort,841000,0.077774,10128940
quicksort,842000,0.075674,10427634
quicksort,843000,0.078848,9531971
quicksort,844000,0.074649,9926371
quicksort,845000,0.076312,9652890
quicksort,846000,0.076188,9796930
quicksort,847000,0.076841,9982002
quicksort,848000,0.078830,10209462
quicksort,849000,0.077370,11898790
quicksort,850000,0.076910,10248822
quicksort,851000,0.076855,10193277
quicksort,852000,0.081645,10217684
quicksort,853000,0.081674,10198293
quicksort,854000,0.075961,10520086
quicksort,855000,0.078002,11172332
quicksort,856000,0.083941,10487033
quicksort,857000,0.080511,10347807
quicksort,858000,0.089840,10444838
quicksort,859000,0.091393,10190414
quicksort,860000,0.083716,11138685
quicksort,861000,0.081627,10107545
quicksort,862000,0.085336,9776481
quicksort,863000,0.086934,10333218
quicksort,864000,0.124690,10057821
quicksort,865000,0.101936,10777675
quicksort,866000,0.099123,10864563
quicksort,867000,0.083768,10909528
quicksort,868000,0.086245,9774550
quicksort,869000,0.095239,10814445
quicksort,870000,0.083704,10230122
quicksort,871000,0.081081,10769408
quicksort,872000,0.078214,11063104
quicksort,873000,0.079667,11766757
quicksort,874000,0.078324,10911336
quicksort,875000,0.078075,10986602
quicksort,876000,0.086533,9977423
quicksort,877000,0.081217,10702568
quicksort,878000,0.091957,10489668
quicksort,879000,0.082360,11073686
quicksort,880000,0.081586,10612888
quicksort,881000,0.084511,11399501
quicksort,882000,0.089083,11452385
quicksort,883000,0.097149,10630191
quicksort,884000,0.088792,10752231
quicksort,885000,0.080659,10776166
quicksort,886000,0.085456,10598870
quicksort,887000,0.082683,11033712
quicksort,888000,0.082000,10599318
quicksort,889000,0.082874,10326053
quicksort,890000,0.080463,11144035
quicksort,891000,0.080376,10365049
quicksort,892000,0.080079,10462000
quicksort,893000,0.080950,10841296
quicksort,894000,0.081784,10217210
quicksort,895000,0.083039,10428030
quicksort,896000,0.082866,11695297
quicksort,897000,0.116694,10045588
quicksort,898000,0.081052,11192975
quicksort,899000,0.088627,12268263
quicksort,900000,0.085279,10831802
quicksort,901000,0.088715,10424034
quicksort,902000,0.090378,11411218
quicksort,903000,0.087795,11392593
quicksort,904000,0.084914,11238802
quicksort,905000,0.122971,10920033
quicksort,906000,0.093753,11311987
quicksort,907000,0.095084,11579713
quicksort,908000,0.091432,11406195
quicksort,909000,0.087061,10346789
quicksort,910000,0.083815,11411301
quicksort,911000,0.083064,10974316
quicksort,912000,0.081749,11172690
quicksort,913000,0.087587,11623189
quicksort,914000,0.083444,11642192
quicksort,915000,0.084899,10982641
quicksort,916000,0.082620,10673158
quicksort,917000,0.081481,11777733
quicksort,918000,0.082497,11724074
quicksort,919000,0.085233,10917701
quicksort,920000,0.081778,11640152
quicksort,921000,0.083133,10513261
quicksort,922000,0.086390,11526495
quicksort,923000,0.086568,10595432
quicksort,924000,0.093153,11626086
quicksort,925000,0.088032,11530427
quicksort,926000,0.089968,11366953
quicksort,927000,0.090230,11480193
quicksort,928000,0.086736,11176121
quicksort,929000,0.086866,11378644
quicksort,930000,0.090793,10904024
quicksort,931000,0.086813,11036954
quicksort,932000,0.084742,11059269
quicksort,933000,0.084816,11503375
quicksort,934000,0.088709,11720293
quicksort,935000,0.084700,11284319
quicksort,936000,0.085219,10395315
quicksort,937000,0.085049,10746522
quicksort,938000,0.089342,11941335
quicksort,939000,0.084995,10765382
quicksort,940000,0.085221,10922342
quicksort,941000,0.088858,10741951
quicksort,942000,0.101565,12018982
quicksort,943000,0.086908,12609541
quicksort,944000,0.120225,11357893
quicksort,945000,0.088968,11307400
quicksort,946000,0.085448,11493311
quicksort,947000,0.091259,11367641
quicksort,948000,0.085908,11038737
quicksort,949000,0.089199,12031842
quicksort,950000,0.098469,12248006
quicksort,951000,0.127888,11945417
quicksort,952000,0.090942,11899694
quicksort,953000,0.086347,11353821
quicksort,954000,0.086852,10908424
quicksort,955000,0.096041,12236848
quicksort,956000,0.085508,12025428
quicksort,957000,0.089052,11622135
quicksort,958000,0.087753,12791435
quicksort,959000,0.089197,11535828
quicksort,960000,0.090055,13064544
quicksort,961000,0.087900,11499886
quicksort,962000,0.092167,12641528
quicksort,963000,0.087510,11365995
quicksort,964000,0.087789,11398028
quicksort,965000,0.087394,12046376
quicksort,966000,0.086700,12000683
quicksort,967000,0.089568,12341279
quicksort,968000,0.091547,12140709
quicksort,969000,0.090689,12224187
quicksort,970000,0.088090,11736589
quicksort,971000,0.088251,11978833
quicksort,972000,0.088151,11933631
quicksort,973000,0.090958,11933883
quicksort,974000,0.089199,11393192
quicksort,975000,0.101349,11644046
quicksort,976000,0.088249,11965678
quicksort,977000,0.089823,12655979
quicksort,978000,0.088827,14204315
quicksort,979000,0.089179,12411141
quicksort,980000,0.090745,12024051
quicksort,981000,0.089253,11601497
quicksort,982000,0.089068,11598879
quicksort,983000,0.088140,11470723
quicksort,984000,0.091736,12087643
quicksort,985000,0.087338,12301759
quicksort,986000,0.088069,11796680
quicksort,987000,0.090302,12384086
quicksort,988000,0.090076,12686324
quicksort,989000,0.090612,12059251
quicksort,990000,0.091067,12456719
quicksort,991000,0.087884,12395939
quicksort,992000,0.088482,12682698
quicksort,993000,0.094770,11608092
quicksort,994000,0.089794,11810319
quicksort,995000,0.091288,11920109
quicksort,996000,0.091425,12466800
quicksort,997000,0.090858,11980097
quicksort,998000,0.093139,11718271
quicksort,999000,0.090803,12740240
quicksort,1000000,0.088975,12696151
